"ref_area","source","indicator","sex","time","obs_value","obs_status","note_indicator","note_source"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_F","2020",25.91,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_T","2019",17.81,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_M","2019",16.63,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_F","2019",20.78,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_T","2018",17.19,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_M","2018",16.14,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_F","2018",19.98,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_T","2017",16.65,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_M","2017",15.99,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_F","2017",18.51,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_T","2016",16.4,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_M","2016",15.36,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_F","2016",19.44,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_T","2015",16.1,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_M","2015",15.06,,"T30:157","R1:3513"
"PSE","BA:592","EAR_HUBL_SEX_NB","SEX_F","2015",19.11,,"T30:157","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_T","2023",1300.96,,"T30:39","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_M","2023",1445.9,,"T30:39","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_F","2023",1116.09,,"T30:39","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_T","2022",949.67,,"T30:39","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_M","2022",1068.08,,"T30:39","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_F","2022",781.56,,"T30:39","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_T","2021",946.33,,"T30:39","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_M","2021",1030.52,,"T30:39","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_F","2021",825.03,,"T30:39","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_T","2017",1150.65,"B","I11:264_T30:39","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_M","2017",1305.7,"B","I11:264_T30:39","R1:3513"
"RWA","BA:1590","EAR_HUBL_SEX_NB","SEX_F","2017",886.87,"B","I11:264_T30:39","R1:3513"
"SDN","BA:1603","EAR_HUBL_SEX_NB","SEX_T","2022",649.33,"B","I11:264_T30:48","R1:3513"
"SDN","BA:1603","EAR_HUBL_SEX_NB","SEX_M","2022",719.79,"B","I11:264_T30:48","R1:3513"
"SDN","BA:1603","EAR_HUBL_SEX_NB","SEX_F","2022",438.53,"B","I11:264_T30:48","R1:3513"
"SEN","BA:13368","EAR_HUBL_SEX_NB","SEX_T","2019",950.71,,"T30:42","R1:3513"
"SEN","BA:13368","EAR_HUBL_SEX_NB","SEX_M","2019",1067.93,,"T30:42","R1:3513"
"SEN","BA:13368","EAR_HUBL_SEX_NB","SEX_F","2019",694.94,,"T30:42","R1:3513"
"SLE","BX:15953","EAR_HUBL_SEX_NB","SEX_T","2018",12891.48,,"T30:44","R1:3513"
"SLE","BX:15953","EAR_HUBL_SEX_NB","SEX_M","2018",13800.3,,"T30:44","R1:3513"
"SLE","BX:15953","EAR_HUBL_SEX_NB","SEX_F","2018",10285.42,,"T30:44","R1:3513"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_T","2019",3.96,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_M","2019",3.63,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_F","2019",4.4,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_T","2018",3.7,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_M","2018",3.4,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_F","2018",4.09,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_T","2017",3.65,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_M","2017",3.25,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_F","2017",4.21,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_T","2016",3.42,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_M","2016",3.05,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_F","2016",3.96,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_T","2015",3.33,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_M","2015",3.08,,"T30:78","R1:3513_T2:85"
"SLV","BX:461","EAR_HUBL_SEX_NB","SEX_F","2015",3.66,,"T30:78","R1:3513_T2:85"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_T","2022",339.07,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_M","2022",337.02,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_F","2022",340.91,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_T","2021",380.09,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_M","2021",389.64,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_F","2021",370.93,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_T","2020",298.67,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_M","2020",299.21,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_F","2020",298.15,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_T","2019",282.91,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_M","2019",285.02,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_F","2019",280.95,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_T","2018",256.39,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_M","2018",265.3,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_F","2018",247.73,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_T","2017",242.13,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_M","2017",252.85,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_F","2017",231.36,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_T","2016",233.48,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_M","2016",239.26,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_F","2016",227.75,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_T","2015",232.58,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_M","2015",237.37,,"T30:203","R1:3513"
"SRB","BA:467","EAR_HUBL_SEX_NB","SEX_F","2015",227.69,,"T30:203","R1:3513"
"SWZ","BA:1672","EAR_HUBL_SEX_NB","SEX_T","2021",58.2,,"T30:49","R1:3513"
"SWZ","BA:1672","EAR_HUBL_SEX_NB","SEX_M","2021",56.45,,"T30:49","R1:3513"
"SWZ","BA:1672","EAR_HUBL_SEX_NB","SEX_F","2021",60.39,,"T30:49","R1:3513"
"SWZ","BA:1672","EAR_HUBL_SEX_NB","SEX_T","2016",43.31,,"T30:49","R1:3513"
"SWZ","BA:1672","EAR_HUBL_SEX_NB","SEX_M","2016",48.43,,"T30:49","R1:3513"
"SWZ","BA:1672","EAR_HUBL_SEX_NB","SEX_F","2016",36.92,,"T30:49","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_T","2022",148.06,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_M","2022",146.58,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_F","2022",149.39,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_T","2021",148.54,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_M","2021",142.78,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_F","2021",153.81,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_T","2020",156.67,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_M","2020",148.65,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_F","2020",164.19,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_T","2019",144.09,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_M","2019",140.06,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_F","2019",147.95,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_T","2018",142.46,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_M","2018",139.38,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_F","2018",145.49,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_T","2017",143.59,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_M","2017",140.55,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_F","2017",146.6,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_T","2016",144.27,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_M","2016",140.95,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_F","2016",147.59,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_T","2015",107,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_M","2015",104.08,,"T30:151","R1:3513"
"THA","BA:741","EAR_HUBL_SEX_NB","SEX_F","2015",110.11,,"T30:151","R1:3513"
"TKL","BB:16122","EAR_HUBL_SEX_NB","SEX_T","2016",4.75,,"T30:230","R1:3513"
"TKL","BB:16122","EAR_HUBL_SEX_NB","SEX_M","2016",4.72,,"T30:230","R1:3513"
"TKL","BB:16122","EAR_HUBL_SEX_NB","SEX_F","2016",4.79,,"T30:230","R1:3513"
"TLS","BA:3050","EAR_HUBL_SEX_NB","SEX_T","2021",2.67,,"T30:152","R1:3513"
"TLS","BA:3050","EAR_HUBL_SEX_NB","SEX_M","2021",2.48,,"T30:152","R1:3513"
"TLS","BA:3050","EAR_HUBL_SEX_NB","SEX_F","2021",3.16,,"T30:152","R1:3513"
"TON","BA:1712","EAR_HUBL_SEX_NB","SEX_T","2018",13.14,"B","I11:264_T30:231","R1:3513"
"TON","BA:1712","EAR_HUBL_SEX_NB","SEX_M","2018",11.63,"B","I11:264_T30:231","R1:3513"
"TON","BA:1712","EAR_HUBL_SEX_NB","SEX_F","2018",14.96,"B","I11:264_T30:231","R1:3513"
"TON","BB:16119","EAR_HUBL_SEX_NB","SEX_T","2021",9.16,,"T30:231","R1:3513"
"TON","BB:16119","EAR_HUBL_SEX_NB","SEX_M","2021",10.57,,"T30:231","R1:3513"
"TON","BB:16119","EAR_HUBL_SEX_NB","SEX_F","2021",7.45,,"T30:231","R1:3513"
"TUN","BA:743","EAR_HUBL_SEX_NB","SEX_T","2019",8.38,,"T30:55","R1:3513_S3:9"
"TUN","BA:743","EAR_HUBL_SEX_NB","SEX_M","2019",7.44,,"T30:55","R1:3513_S3:9"
"TUN","BA:743","EAR_HUBL_SEX_NB","SEX_F","2019",10.19,,"T30:55","R1:3513_S3:9"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_T","2022",67.15,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_M","2022",66.64,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_F","2022",68.1,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_T","2021",45.62,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_M","2021",45.95,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_F","2021",44.98,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_T","2020",38.09,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_M","2020",35.66,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_F","2020",43.2,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_T","2019",26.09,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_M","2019",25.91,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_F","2019",26.46,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_T","2018",21.9,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_M","2018",21.81,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_F","2018",22.06,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_T","2017",20.25,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_M","2017",20.14,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_F","2017",20.46,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_T","2016",18.44,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_M","2016",18.29,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_F","2016",18.75,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_T","2015",16.44,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_M","2015",16.24,,"T30:208","R1:3513"
"TUR","BA:622","EAR_HUBL_SEX_NB","SEX_F","2015",16.91,,"T30:208","R1:3513"
"TZA","BA:1743","EAR_HUBL_SEX_NB","SEX_T","2020",3189.26,"B","I11:264_T30:50","R1:3513"
"TZA","BA:1743","EAR_HUBL_SEX_NB","SEX_M","2020",3202.41,"B","I11:264_T30:50","R1:3513"
"TZA","BA:1743","EAR_HUBL_SEX_NB","SEX_F","2020",3163.93,"B","I11:264_T30:50","R1:3513"
"UGA","BA:13047","EAR_HUBL_SEX_NB","SEX_T","2021",8704.27,,"T30:56","R1:3513"
"UGA","BA:13047","EAR_HUBL_SEX_NB","SEX_M","2021",9112.57,,"T30:56","R1:3513"
"UGA","BA:13047","EAR_HUBL_SEX_NB","SEX_F","2021",7340.06,,"T30:56","R1:3513"
"UGA","BA:13047","EAR_HUBL_SEX_NB","SEX_T","2017",3492.67,"B","I11:264_T30:56","R1:3513"
"UGA","BA:13047","EAR_HUBL_SEX_NB","SEX_M","2017",3551.47,"B","I11:264_T30:56","R1:3513"
"UGA","BA:13047","EAR_HUBL_SEX_NB","SEX_F","2017",3369.74,"B","I11:264_T30:56","R1:3513"
"UGA","BB:268","EAR_HUBL_SEX_NB","SEX_T","2019",8685.64,,"T30:56","R1:3513"
"UGA","BB:268","EAR_HUBL_SEX_NB","SEX_M","2019",11081.47,,"T30:56","R1:3513"
"UGA","BB:268","EAR_HUBL_SEX_NB","SEX_F","2019",5116.32,,"T30:56","R1:3513"
"URY","BA:348","EAR_HUBL_SEX_NB","SEX_T","2023",401.03,,"T30:106","R1:3513"
"URY","BA:348","EAR_HUBL_SEX_NB","SEX_M","2023",388.92,,"T30:106","R1:3513"
"URY","BA:348","EAR_HUBL_SEX_NB","SEX_F","2023",412.17,,"T30:106","R1:3513"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_T","2023",42.34,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_M","2023",46.06,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_F","2023",39.43,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_T","2022",40.6,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_M","2022",43.35,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_F","2022",38.45,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_T","2021",36.72,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_M","2021",40.35,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_F","2021",33.94,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_T","2020",37.95,"B","I11:264_T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_M","2020",41.01,"B","I11:264_T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_F","2020",35.59,"B","I11:264_T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_T","2019",33.06,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_M","2019",35.63,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_F","2019",31.12,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_T","2018",33.34,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_M","2018",35.08,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_F","2018",31.98,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_T","2017",32.26,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_M","2017",32.4,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_F","2017",32.14,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_T","2016",31.67,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_M","2016",32.41,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_F","2016",31.1,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_T","2015",30.91,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_M","2015",32.57,,"T30:105","R1:3513_T2:85"
"USA","BA:453","EAR_HUBL_SEX_NB","SEX_F","2015",29.63,,"T30:105","R1:3513_T2:85"
"VEN","BA:382","EAR_HUBL_SEX_NB","SEX_T","2017",1870.03,,"T30:107","R1:3513"
"VEN","BA:382","EAR_HUBL_SEX_NB","SEX_M","2017",1925.52,,"T30:107","R1:3513"
"VEN","BA:382","EAR_HUBL_SEX_NB","SEX_F","2017",1822.77,,"T30:107","R1:3513"
"VEN","BA:382","EAR_HUBL_SEX_NB","SEX_T","2016",138.62,,"T30:107","R1:3513"
"VEN","BA:382","EAR_HUBL_SEX_NB","SEX_M","2016",143.58,,"T30:107","R1:3513"
"VEN","BA:382","EAR_HUBL_SEX_NB","SEX_F","2016",134.45,,"T30:107","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_T","2022",49983.97,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_M","2022",51079.03,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_F","2022",48971.66,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_T","2021",42857.63,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_M","2021",44929.97,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_F","2021",41178.41,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_T","2020",45600.89,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_M","2020",47650.13,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_F","2020",43960.1,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_T","2019",43407.02,,"T30:156","R1:3513_S14:4077"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_M","2019",46428.83,,"T30:156","R1:3513_S14:4077"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_F","2019",40949.78,,"T30:156","R1:3513_S14:4077"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_T","2018",39024.82,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_M","2018",40302.02,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_F","2018",37662.02,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_T","2017",39369.38,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_M","2017",40615.16,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_F","2017",37991.32,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_T","2016",38989.95,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_M","2016",40508.21,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_F","2016",37312.67,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_T","2015",39056.12,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_M","2015",40015.1,,"T30:156","R1:3513"
"VNM","BA:1788","EAR_HUBL_SEX_NB","SEX_F","2015",37969.35,,"T30:156","R1:3513"
"WLF","BB:16123","EAR_HUBL_SEX_NB","SEX_T","2019",2150.33,,"T30:216","R1:3513"
"WLF","BB:16123","EAR_HUBL_SEX_NB","SEX_M","2019",2196.92,,"T30:216","R1:3513"
"WLF","BB:16123","EAR_HUBL_SEX_NB","SEX_F","2019",2110.77,,"T30:216","R1:3513"
"WSM","BA:1794","EAR_HUBL_SEX_NB","SEX_T","2022",15.5,"B","I11:264_T30:228","R1:3513"
"WSM","BA:1794","EAR_HUBL_SEX_NB","SEX_M","2022",14.36,"B","I11:264_T30:228","R1:3513"
"WSM","BA:1794","EAR_HUBL_SEX_NB","SEX_F","2022",16.71,"B","I11:264_T30:228","R1:3513"
"WSM","BA:1794","EAR_HUBL_SEX_NB","SEX_T","2017",8.91,"B","I11:264_T30:228","R1:3513"
"WSM","BA:1794","EAR_HUBL_SEX_NB","SEX_M","2017",8.39,"B","I11:264_T30:228","R1:3513"
"WSM","BA:1794","EAR_HUBL_SEX_NB","SEX_F","2017",9.52,"B","I11:264_T30:228","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_T","2022",40.06,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_M","2022",36.73,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_F","2022",45.35,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_T","2021",35.17,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_M","2021",36.73,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_F","2021",32.31,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_T","2020",33.96,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_M","2020",32.79,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_F","2020",36.02,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_T","2019",37.17,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_M","2019",39.9,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_F","2019",32.31,,"T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_T","2018",30.01,"B","I11:264_T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_M","2018",29,"B","I11:264_T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_F","2018",31.8,"B","I11:264_T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_T","2017",38.23,"B","I11:264_T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_M","2017",38.6,"B","I11:264_T30:379","R1:3513"
"ZMB","BA:2212","EAR_HUBL_SEX_NB","SEX_F","2017",37.61,"B","I11:264_T30:379","R1:3513"
"ZWE","BA:1823","EAR_HUBL_SEX_NB","SEX_T","2022",291.97,,"T30:58","R1:3513"
"ZWE","BA:1823","EAR_HUBL_SEX_NB","SEX_M","2022",296.92,,"T30:58","R1:3513"
"ZWE","BA:1823","EAR_HUBL_SEX_NB","SEX_F","2022",285.81,,"T30:58","R1:3513"
"ZWE","BA:1823","EAR_HUBL_SEX_NB","SEX_T","2021",180.63,,"T30:58","R1:3513"
"ZWE","BA:1823","EAR_HUBL_SEX_NB","SEX_M","2021",182.71,,"T30:58","R1:3513"
"ZWE","BA:1823","EAR_HUBL_SEX_NB","SEX_F","2021",177.69,,"T30:58","R1:3513"
